ISBN,Title,Author,Year,Publisher,TotalRating,Subjects,Language
0553104136,In a Class by Itself,Sandra Brown,1999,Bantam Dell Pub Group,6,"['Fiction', 'Women in charitable work']",English
0451158636,Devil's Daughter,Catherine Coulter,2000,Signet Book,3,"['Harems', 'Kidnapping']",English
0380818051,Secrets of a Perfect Night: Scandalous Lord Dere/ The Last Love Letter/ Now and Forever,Stephanie Laurens,2000,Avon,3,"['Romance', 'Fiction']",English
0440226295,McClairen's Isle: The Passionate One (McClairens Isle),CONNIE BROCKWAY,1999,Dell,2,"['Fiction, romance, historical', 'Scotland, fiction']",English
0515120014,Indiscreet,Mary Balogh,1997,Jove Books,3,"['Fiction, Romance, Historical, Regency', 'Social life and customs']",English
0440241057,Slightly Wicked (Get Connected Romances),Mary Balogh,2003,Dell Publishing Company,10,"['Fiction', 'Historical Romance']",English
0425158624,Silent Melody,Mary Balogh,1997,Berkley Publishing Group,4,"['Fiction, Romance, Historical', 'Nobility, fiction']",English
0440217008,Enticed,Virginia Henley,1998,Dell Publishing Company,4,"['Fiction', 'Historical Romance']",English
0380400308,Love Wild and Fair,Bertrice Small,1978,Avon,4,"['collectionID:Sbodice_ripper', 'droit du seigneur- law of the lord']",English
0671674706,HIGHLAND VELVET,Jude Deveraux,1988,Pocket,2,"['collectionID:Mbodice_ripper', 'Fiction']",English
0380801922,Casa Grande,Jude Deveraux,1982,Avon Books,2,"['Large type books', 'Artists']",English
0671743791,The Maiden,Jude Deveraux,1991,Pocket,4,"['collectionID:Mbodice_ripper', 'Fiction, romance, historical']",English
0743437128,Wild Orchids : A Novel,Jude Deveraux,2003,Atria Books,10,"['Widowers', 'Devil']",English
0451204743,A Love for All Time,Bertrice Small,2001,New American Library,2,"['Fiction, Romance, Historical', 'England, fiction']",English
0312262477,House of Dreams,Brenda Joyce,2000,St. Martin's Press,2,"['Aristocracy (Social class)', 'Fiction']",English
044017161X,The Raven and the Rose,Virginia Henley,1987,Dell,5,"['collectionID:Mbodice_ripper', 'Fiction, Romance, Historical']",English
0449004848,The Seduction,NICOLE JORDAN,2000,Ivy Books,5,"['Fiction, Romance, Historical, Regency', 'Brothers and sisters']",English
0060507365,When Strangers Marry,Lisa Kleypas,2002,Avon Books,7,"['Historical romance', 'Fiction']",English
1893622118,Heartsongs,Matthew Joseph Thaddeus Stepanek,2001,Vacation Spot Pub.,3,"[""Children's writings"", 'Juvenile poetry']",Spanish
0375758623,The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thaddeus Carhart,2002,Random House Trade,8,"['Maintenance and repair', 'Piano technicians']",English
0312050577,Brighten the Corner Where You Are,Fred Chappell,1990,St. Martin's Press,2,"['Fiction', 'Didactic fiction']",English
0743419170,Secret Ways,Kat Martin,2003,Pocket Star,4,"['Fiction', 'Large type books']",English
0440240808,Point of Law,Clinton McKinzie,2003,Dell Publishing Company,2,"['Fiction', 'Antonio Burns (Fictitious character)']",English
0440237238,The Edge of Justice,Clinton McKinzie,2003,Dell Publishing Company,5,"['Fiction', 'Government investigators']",English
1558749330,"Chicken Soup for the Nurse's Soul: 101 Stories to Celebrate, Honor and Inspire the Nursing Profession",Jack Canfield,2001,Health Communications,5,"['Nurse-Patient Relations', 'Nursing']",English
0440209633,One Wore Blue,Heather Graham,1991,Dell Publishing Company,7,"['Fiction, romance, historical', 'Fiction, romance, historical, general']",English
0380790912,That Scandalous Evening,Christina Dodd,1998,Avon,2,"['Historical Romance', 'Women sculptors']",English
038081742X,To Marry an Heiress (Avon Historical Romance),Lorraine Heath,2002,Avon,2,"['Romance fiction', 'Fiction']",English
0380761513,Only With Your Love,Lisa Kleypas,2002,Avon,3,"['Romance', 'Fiction']",English
0671743856,Wishes,Jude Deveraux,1991,Pocket,4,"['Fiction', 'Historical Romance']",English
0345350170,The Love Hunter,Jon Hassler,1988,Ballantine Books,3,"['Fiction', 'Friendship']",English
055313406X,The Medusa and the Snail: More Notes of a Biology Watcher,Lewis Thomas,1980,Bantam Doubleday Dell,2,"['Medicine', 'Biology']",English
0345332636,A Short History of a Small Place,T.R. Pearson,1991,Ballantine Books,6,"['Cities and towns', 'Fiction']",English
0671822535,158 POUND MARRIAGE,John Irving,1978,Pocket,2,"['Fiction', 'Man-woman relationships']",English
0553264435,"MURDER OF QUALITY, A",JOHN LE CARRE,1990,Bantam,3,"['Detective and mystery stories', 'George Smiley (Fictitious character)']",English
0440055369,Mazes and monsters: A novel,Rona Jaffe,1981,Delacorte Press,2,"['Large type books', 'Games']",English
0060170190,A Big Storm Knocked It over: A Novel,Laurie Colwin,1993,Harpercollins,5,"['Fiction', 'Women']",English
0373711158,The Inn at Oak Creek,Linda Barrett,2003,Harlequin,3,"['Fiction, romance, general']",English
0373240473,"Bride For John (Three Brides And A Baby) (Silhouette Special Education, No 1047)",Jim Alexander,1996,Silhouette,2,"['Fiction', 'Single-parent family']",English
0373258577,"Good The Bad And The Cuddly (Bachelors And Babies) (Harlequin Temptation, No. 757)",Heather MacAllister,1999,Harlequin,2,"['Nephews', 'Kidnapping']",English
0373226330,"Never Alone (43 Light Street/Mine To Keep) (Harlequin Intrigue, No. 633)",Rebecca York,2001,Harlequin,3,"['Fiction, romance, general']",English
0373241119,200% Wife (That Special Woman!/Stanford Sisters) (Silhouette Special Edition),Jennifer Greene,1997,Silhouette,2,"['Fiction, general']",English
037376488X,The Heart of a Cowboy,Charlene Sands,2003,Silhouette,4,"['Fiction, romance, western']",English
0373764863,"The Rancher, The Baby &amp; The Nanny  (Stallion Pass)",Sara Orwig,2003,Silhouette,2,"['Fiction, romance, general']",English
0425178544,Angel at Troublesome Creek,Mignon F. Ballard,2001,Berkley Publishing Group,3,"['Augusta Goodnight (Fictitious character)', 'Fiction']",English
0312971338,A Comedy of Heirs (Torie O'Shea Mysteries (Paperback)),Rett MacPherson,2000,St. Martin's Minotaur,2,"['Fiction, mystery & detective, women sleuths', ""O'shea, victory (fictitious character), fiction""]",English
0517557134,The Two Mrs. Grenvilles,Dominick Dunne,1985,Random House Value Pub,3,"['Fiction', 'Trials (Murder)']",English
0380780399,Pregnancy &amp; Childbir Rev,Tracy Hotchner,1997,Perennial Currents,2,"['Pregnancy', 'Childbirth']",English
0060171162,Sisters and Lovers,Connie Briscoe,1994,Harpercollins,2,"['Fiction', 'African American women']",English
0743244249,Cosmopolis: A Novel,Don DeLillo,2003,Scribner,2,"['Psychological fiction', 'Self-destructive behavior']",English
0380763664,The New Complete Joy of Home Brewing,Charlie Papazian,1991,HarperResource,4,"['Brewing', ""Amateurs' manuals""]",English
0882665170,The Complete Handbook of Home Brewing,David G. Miller,1988,Storey Books,2,"['Brewing', ""Amateurs' manuals""]",English
1570828644,Disney's Mulan Classic Storybook (The Mouse Works Classics Collection),Lisa Ann Marsoli,1998,Mouse Works,2,"['Juvenile literature', 'Mulan Hua (Legendary character)']",English
0671658174,"The Kobayashi Maru (Star Trek, Book 47)",Julia Ecklar,1989,Star Trek,3,"['collectionID:ST#', 'Kirk, james t. (fictitious character), fiction']",English
0671661299,"Rules of Engagement (Star Trek, Book 48)",Peter Morwood,1990,Star Trek,2,"['James T. Kirk (Fictitious character)', 'Leonard McCoy (Fictitious character)']",English
0671661302,"Double, Double (Star Trek, No 45)",Michael Jan Friedman,1989,Star Trek,2,"['Science fiction', 'Star Trek fiction']",und
031284879X,Daughter of the Forest (The Sevenwaters Trilogy),Juliet Marillier,2000,Tor Books,5,"['Fiction, fantasy, historical', 'Fantasy fiction']",English
0440207290,Don't Look Behind You,Lois Duncan,1990,Laure Leaf,4,"['Detective and mystery stories', 'Mystery and detective stories']",English
0449239748,Centaur,Updike,1981,Not Avail,2,"['Fiction', 'Literature']",English
0066211115,Islands,Anne Rivers Siddons,2004,HarperCollins,3,"['Fiction', 'Friendship']",English
0929385551,The Complete Ascension Manual: How to Achieve Ascension in This Lifetime (Easy-To-Read Encyclopedia of the Spiritual Path),Joshua David Stone,1994,Light Technology Publishing,2,"['New Age movement', 'Ascension of the soul']",English
0515132292,Wild,Lori Foster,2002,Jove Books,10,"['Romance', 'Fiction']",English
0553582194,Unsigned: A Booklover's Mystery (Booklover's Mysteries),Julie Kaewert,2001,Crimeline,4,"['Fiction', 'Authors and publishers']",English
0140012729,The Man Upstairs and Other Stories,P. G. Wodehouse,1991,Penguin Books,3,"['English Humorous stories', 'English Short stories']",English
0671826859,GHOST STY,Unknown,1980,Pocket,4,,English
0380443880,Pulling Our Own Strings: Feminist Humor,Wayne W. Dyer,1979,Avon Books,2,"['Autonomy (Psychology)', 'Assertiveness (Psychology)']",English
0060806583,Jeeves in the morning (Perennial library),P. G Wodehouse,1983,Harper &amp; Row,4,"['Bertie Wooster (Fictitious character)', 'Valets']",English
014008505X,Cocktail Time,Pelham Grenville Wodehouse,1991,Penguin Books,4,"['Blandings Castle (England : Imaginary place)', 'Fiction in English']",English
014000971X,Uncle Fred in the Springtime,P.G. Wodehouse,1976,Penguin Books,2,"['Blandings Castle (England : Imaginary place)', 'Classic Literature']",English
0399144331,Trouble in Paradise (Jesse Stone Novels (Hardcover)),Robert B. Parker,1998,Putnam Pub Group,7,"['Fiction', 'Police chiefs']",English
0671624415,Postcards from the Edge,Carrie Fisher,1987,Smithmark Pub,5,"['Fiction', 'Motion picture industry']",English
0451405609,Busy Bodies: A Claire Malloy Mystery (Claire Malloy Mysteries (Paperback)),Joan Hess,1996,Onyx Books,3,"['Fiction', 'Women detectives']",English
0679423869,In Love With Norma Loquendi,William Safire,1994,Random House Inc,5,"['English language', 'Usage']",English
0684823853,THAT HIDEOUS STRENGTH,C.S. Lewis,1996,Scribner,3,"['English Fantasy fiction', 'Linguists']",English
0375706135,One for the Road: An Outback Adventure,Tony Horwitz,1999,Vintage Books USA,6,"['Description and travel', 'Hitchhiking']",English
0805055126,Bone Black: Memories of Girlhood (Bone Black),Bell Hooks,1997,Owl Books (NY),3,"['Biography', 'Feminists']",English
1583226443,The Five Biggest Lies Bush Told Us About Iraq,Christopher Scheer,2003,Seven Stories Press,2,"['Politics and government', 'Weapons of mass destruction']",English
0345423852,Crying Wolf,Peter Abrahams,2000,Ballantine Books,2,"['Psychological fiction', 'New England in fiction']",English
0140369007,Uncovered!,Paul Jennings,1995,Puffin Books,3,"['Short stories', ""Children's stories, Australian""]",English
0971158312,This Is How I Speak: The Diary of a Young Woman,Sandi Sonnenfeld,2002,Impassio Press,2,"['American Authors', 'Creative writing (Higher education)']",English
1853262013,Diary of a Nobody,G. Grossmith,1999,Lb May &amp; Assoc Inc,5,"['Fiction, humorous, general', 'England, fiction']",English
0375704264,A Tuscan Childhood,Kinta Beevor,2000,Vintage Books USA,3,"['New York Times reviewed', 'Childhood and youth']",unknown
042508003X,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1984,Berkley Publishing Group,3,"['American Science fiction', 'Dune (imaginary place), fiction']",French
067944078X,Terra Incognita: Travels in Antarctica,Sara Wheeler,1998,Random House Inc,2,"['Travel', 'Description and travel']",English
002089130X,On Death &amp; Dying,Kubler Elisabeth Ross,1970,Simon &amp; Schuster,4,"['Aspect psychologique', 'Death']",English
1853261777,Portrait of a Lady (Wordsworth Classics),James,1997,NTC/Contemporary Publishing Company,3,"['Social life and customs', 'Manners and customs']",English
014062077X,Villette (Penguin Popular Classics),Charlotte Bronte,1994,Penguin Books Ltd,3,"['Fiction', 'Women teachers']",English
068484611X,Tearing the Silence : On Being German in America,Ursula Hegi,1998,Touchstone,6,"['Biography', 'Children']",English
0312302487,The Character of Rain: A Novel,Amelie Nothomb,2003,St. Martin's Press,5,"['Social life and customs', 'Children']",English
0679762655,Thousand Cranes,Yasunari Kawabata,1996,Vintage Books USA,5,"['Fiction', 'Near and far eastern fiction (fictional works by one author)']",English
0446519650,You Just Don't Duct Tape a Baby!: True Tales and Sensible Suggestions from a Veteran Pediatrician,Norman Weinberger,1997,Warner Books,7,"['Parenting', 'Child rearing']",English
0449908186,"Italian Neighbors Or, a Lapsed Anglo-Saxon in Verona",Tim Parks,1993,Ballantine Books,7,"['Social life and customs', 'Homes and haunts']",English
0515134635,A Game of Spies,John Altman,2003,Jove Books,2,"['Fiction, thrillers, espionage', 'Fiction, historical, general']",English
0670043001,The Pickup,Nadine Gordimer,2001,Farrar Straus Giroux,4,"['Illegal aliens', 'Women']",English
0140234012,Quantity Theory of Insanity,Will Self,1994,Penguin Putnam~trade,6,"['Social life and customs', 'England in fiction']",English
0330375466,Them,Jon Ronson,2001,Picador,5,"['Bildergerg Group', 'Political leadership']",English
0224051261,Heavy Water and Other Stories,Martin Amis,1998,Trafalgar Square,2,"['Fiction, short stories (single author)', 'Short stories']",English
0571152465,Rosencrantz and Guildenstern are dead: The film,Tom Stoppard,1991,Faber and Faber,2,"['English drama', 'Motion picture plays']",English
0553802747,Hot Ice,NORA ROBERTS,2002,Bantam,7,"['Love stories, American', 'Jewel thieves']",English
0345428706,"Force Heretic I: Remnant (Star Wars: The New Jedi Order, Book 15)",Sean Williams,2003,Del Rey Books,5,"['Science fiction', 'Star Wars fiction']",English
0812575423,DoOon Mode,Piers Anthony,2002,Tor Science Fiction,4,"['Colene (Fictitious character)', 'Fiction']",English
3499129604,Stürmische Begegnung. Roman.,Rosamunde Pilcher,1992,Rowohlt Tb.,4,,German
0156507005,Letters from Jenny,Gordon W. Allport,1965,Harvest Books,2,"['Mental illness', 'Case studies']",English
038081837X,"Memory of Fire (The World Gates, Book 1)",Holly Lisle,2002,Eos,3,"['Fantasy', 'Fiction']",English
0345434250,Nimisha's Ship,Anne McCaffrey,2000,Del Rey Books,12,"['Space ships', 'Fiction']",English
0312977433,Let Me Whisper In Your Ear,Mary Jane Clark,2001,St. Martin's Paperbacks,4,"['Fiction', 'Women television journalists']",English
0886775027,Blood Trail,Tanya Huff,1997,Daw Books,7,"['Werewolves', 'Vampires']",English
0886774713,Blood Price (Daw Book Collectors),Tanya Huff,1993,Daw Books,11,"['Fiction, fantasy, general', 'Nelson, vicki (fictitious character), fiction']",English
0671578413,Rules Of Engagement,Elizabeth Moon,1999,Baen,4,"['Space warfare', 'Life on other planets']",English
0671878719,Once A Hero,Elizabeth Moon,1998,Baen,4,,English
0741402823,When You're Seeing Red STOP,Carol M. Welsh,1999,Infinity Publishing (PA),2,,English
1558749705,"Chicken Soup for the Traveler's Soul: Stories of Adventure, Inspiration and Insight to Celebrate the Spirit of Travel",Jack Canfield,2002,Health Communications,6,"['Anecdotes', 'Travelers']",English
0385502435,Deliberate Acts of Kindness: Service As a Spiritual Practice,Meredith Gould,2002,Image,2,"['Religious aspects', 'Religious life']",English
097162397X,"The Patriote Proposition (Darmon, 3)",Thomas Thorpe,2002,Port Town Pub,2,"['Fiction, historical', 'Fiction, thrillers, general']",English
0375400370,Evening,Susan Minot,1998,Alfred A. Knopf,4,"['Life change events', 'Cancer']",English
0800715357,A Chance to Die: The Life and Legacy of Amy Carmichael,Elisabeth Elliot,1987,Revell,2,"['Missionaries', 'Biography']",English
068483751X,An ACTUAL LIFE,Abigail Thomas,1997,Touchstone,6,"['Married people', 'Teenage mothers']",English
0307101177,The three billy goats Gruff (A First little golden book),Ellen Rudin,1992,Golden Books,3,"['Fairy tales', 'Folklore']",English
0020434901,"M. C. Higgins, the Great",Virginia Hamilton,1987,Simon Pulse,2,"[""Children's fiction"", 'Ohio, fiction']",English
0590662317,"Ponies at the Point (Animal Ark, 10)",Ben M. Baglio,1999,Scholastic,2,"['Ponies', 'Animals']",English
0446606839,Escapade,Kasey Michaels,1999,Warner Forever,2,"['Fiction', 'Revenge']",English
0425168107,The Titanic Murders,Max Allan Collins,1999,Berkley Publishing Group,2,"['Shipwrecks', 'Titanic (Steamship)']",English
0425178889,Evan and Elle (Constable Evan Evans Mysteries (Paperback)),Rhys Bowen,2001,Berkley Publishing Group,4,"['Police', 'Evan Evans (Fictitious character)']",English
0380773775,Angels Among Us,Don Fearheiley,1993,Avon,7,"['Angels', 'Análisis de casos']",English
0380763400,Only You,Elizabeth Lowell,1992,Avon,5,"['Romance', 'Fiction']",English
0373872232,Love Inspired: Finding Hope,Brenda Coulter,2003,Steeple Hill,3,"['Physicians', 'Fiction']",English
0486264564,State Birds and Flowers Coloring Book,Annika Bernhard,1990,Dover Publications,2,"['State birds', 'State flowers']",English
0345461029,Evenings at Five,Gail Godwin,2003,Ballantine Books,3,"['Spouses', 'Widows in fiction']",English
0061042781,Heartbreak Hotel,Anne Rivers Siddons,1993,HarperTorch,3,"['Women college students', 'Race relations']",English
0345327225,"Mister God, This Is Anna",Fynn,1996,Ballantine Books,6,"['Biography', 'Christian biography']",English
0451181425,Manhattans and Murder (Murder She Wrote (Paperback)),Jessica Fletcher,1994,Signet Book,4,"['Mystery', 'Open Library Staff Picks']",English
0743444469,Letters for Emily,Camron Wright,2002,Atria,6,"['Grandparent and child', 'Patients']",English
0373872313,Crossroads,Irene Hannon,2003,Steeple Hill,2,"['Religious fiction', 'Fiction, romance, general']",English
0060975857,Mystery Ride,Robert Boswell,1994,Perennial,3,"['Divorced parents', 'Farm life']",English
0590463160,"Till Death Do Us Part (First Comes Love, No 4)",Jennifer Baker,1993,Scholastic,3,"['Romance', ""Children's fiction""]",English
0590463152,"In Sickness and in Health (First Comes Love, No 3)",Jennifer Baker,1993,Scholastic Paperbacks (Mm),3,"['Cancer', 'Fiction']",English
0590463144,"For Better, for Worse",Jennifer Baker,1993,Scholastic Paperbacks (Mm),2,"['Love stories', ""Children's fiction""]",English
0590463136,To Have and to Hold (First Comes Love),Jennifer Baker,1993,Scholastic Paperbacks,2,"[""Children's fiction"", 'Love, fiction']",English
0373872267,Take My Hand,Ruth Scofield,2003,Steeple Hill,3,"['Man-woman relationships', 'Fiction']",English
0688178502,Why I'm Like This: True Stories,Cynthia Kaplan,2002,William Morrow &amp; Company,9,"['Biography & Autobiography', 'Nonfiction']",English
0373871848,Loving Treasures (Love Inspired (Numbered)),Gail Gaymer Martin,2002,Steeple Hill,3,"['Fiction, romance, general', 'Widows']",English
0373872321,An Accidental Mom (Love Inspired),Loree Lough,2003,Steeple Hill,2,"['Christian fiction', 'Love stories']",English
0684848961,Chocolate For A Womans Heart : 77 Stories Of Love Kindness And Compassion To Nourish Your Soul And Sweeten Yo,Kay Allenbaugh,1998,Fireside,12,"['Religious life', 'Women']",English
1581345607,Tilly,Frank E. Peretti,2003,Crossway Books,2,"['Abortion', 'Forgiveness']",English
037387216X,Promise Forever,Marta Perry,2003,Steeple Hill,7,"['Divorced people', 'Paternity']",English
0373872194,Love Inspired: Heaven Knows,Jillian Hart,2003,Steeple Hill,4,"['Fiction', 'Nannies']",English
0373872186,Love Inspired: The Carpenter's Wife,Lenora Worth,2003,Steeple Hill,3,"['Carpenters', 'Fiction']",English
0373872135,Blessings of the Heart (Love Inspired),Valerie Hansen,2003,Steeple Hill,4,"['Single fathers', 'Fiction']",English
0373872127,The Courage to Dream,Margaret Daley,2003,Steeple Hill,9,"['Fiction, romance, general', 'Fiction, religious']",English
0373872070,Song of Her Heart,Irene Brand,2003,Steeple Hill,3,"['Christian Romance', 'Contemporary']",English
0373872100,A Love Worth Waiting For,Jillian Hart,2003,Steeple Hill,4,"['Religious fiction', 'Fiction, religious']",English
0345462807,A Married Man,Catherine Alliott,2003,Ballantine Books,2,"['Antique dealers', 'Fiction']",English
0373264739,"Crooks, Crimes, and Christmas (Wwl Mystery, 473)",Susan Slater,2003,Worldwide Mystery,3,"['Detective and mystery stories', 'Christmas stories']",English
0743464877,Eliot's Banana,Heather Swain,2003,Downtown Press,2,"['Single women', 'Fiction']",English
0743464680,My Lurid Past,Lauren Henderson,2003,Downtown Press,3,"['Man-woman relationships', 'Fiction']",English
0140296301,Aunt Dimity's Christmas (Aunt Dimity (Paperback)),Nancy Atherton,2000,Penguin Books,4,"['Fiction, mystery & detective, traditional', 'Dimity, aunt (fictitious character), fiction']",English
074345152X,Lilith's Dream : A Tale of the Vampire Life,Whitley Strieber,2002,Atria Books,3,"['Vampires', 'Fiction']",English
0312269579,Heartland: A Novel,David Wiltse,2001,St. Martin's Press,2,"['Conspiracies', 'Fiction']",English
0345425537,The Hunger Moon (Ballantine Readers Circle),Suzanne Matson,1999,Ballantine Books,5,"['Women', 'Interpersonal relations']",English
0156027607,Solaris,Stanislaw Lem,2002,Harvest Books,10,"['Translations into English', 'English fiction']",English
006019698X,"The Grrl Genius Guide to Life: A 12 Step Program on How to Become a Grrl Genius, According to Me!",Cathryn Michon,2001,HarperCollins Publishers,3,"['Conduct of life', 'Girls']",English
0345425588,Sugar Busters! Cut Sugar to Trim Fat,H. Leighton Steward,1998,I B S Books Stocked,4,"['Pathophysiology', 'Sugar-free diet']",English
0553278878,Six of One,Rita Mae Brown,1983,Bantam Books,2,"['Fiction', 'City and town life']",English
0380793261,Yankee Doodle Dead (Death on Demand Mysteries (Paperback)),Carolyn Hart,1999,Avon,9,"['Mystery', 'Fiction']",English
0380802279,Estate of Mind (Den of Antiquity),Tamar Myers,1999,Avon,6,"['Mystery', 'Fiction']",English
0812553632,Necroscope: The Lost Years (Necroscope: The Lost Years),Brian Lumley,1996,Tor Books,2,"['Fiction', 'England']",English
0812553640,Necroscope: Resurgence : The Lost Years: Volume Two (Necroscope: The Lost Years),Brian Lumley,1997,Tor Books,2,"['Fiction, science fiction, general']",English
0446357251,Haunted Heartland,Beth Scott,1988,Warner Books,6,"['Ghosts', 'Parapsychology']",English
0684801043,SOULS RAISED FROM THE DEAD : A NOVEL,Doris Betts,1995,Touchstone,3,"['Fiction', 'Death']",English
0312929994,Something's Alive on the Titanic,Robert Serling,1993,St. Martin's Press,3,"['Fiction, general']",English
0071379444,Dealing with People You Can't Stand: How to Bring Out the Best in People at Their Worst,Rick  Brinkman,2002,McGraw-Hill/Contemporary Books,6,"['Industrial Psychology', 'Interpersonal communication']",English
0671251902,CAT              P,Muriel Beadle,1979,Fireside,2,['Cats'],English
0062730282,All the Birds of North America : American Bird Conservancy's Field Guide,Jack L. Griggs,1997,HarperResource,3,"['Identification', 'Birds']",English
0671013793,Della's Web,Aphrodite Jones,1998,Pocket,6,['Murder'],English
093062582X,Peanuts: Home Collection--A Collector's Guide to Identification and Value,Freddi Margolin,1999,Antique Trader Books,2,"['Collectibles', 'Catalogs']",English
0836210859,Mary Engelbreit'S Outdoor Companion (Mary Engelbreit's Companion),Mary Engelbreit,1996,Andrews McMeel Publishing,3,"['Pictorial works', 'Gardening']",English
0743219414,The American Yoga Association Beginner's Manual Fully Revised and Updated,Alice Christensen,2002,Fireside,2,"['Hatha Yoga', 'Hatha yoga']",English
076111775X,Antiques Roadshow Primer: The Introductory Guide to Antiques and Collectibles from the Most-Watched Series on Pbs,Carol Prisant,2000,Workman Publishing,3,"['Collectibles', 'Antiques roadshow (Television program : U.S.)']",English
0875963439,"The Doctors Book of Home Remedies for Women: Women Doctors Reveal over 2,000 Self-Help Tips on the Health Problems That Concern Women the Most",Prevention Magazine,1997,St. Martin's Press,2,"['Health and hygiene', 'Self-care, Health']",English
0875962920,Prevention's Healing With Vitamins : The Most Effective Vitamin and Mineral Treatments for Everyday Health Problems and Serious Disease,Alice Feinstein,1996,Rodale Books,5,"['Therapeutic use', 'Popular works']",English
0140288546,Think Like a Cat: How to Raise a Well-Adjusted Cat--Not a Sour Puss,Pam Johnson-Bennett,2000,Penguin Books,2,"['Animal Behavior', 'Training']",English
0517162008,No Naughty Cats,Debra Pirotin,2000,Random House Value Pub,2,"['Training', 'Cats']",English
0380763990,Farewell to Yarns (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1991,Avon,9,"['Fiction, mystery & detective, general', 'Jeffry, jane (fictitious character), fiction']",English
0894717960,The Literary Cat: Miniature Edition,Running Press,1990,Running Pr,4,"['Miniature books', 'Cats']",English
0425054667,Ceremonies,Josh Webster,1982,Berkley Publishing Group,2,,unknown
0394755596,Anywhere but here (Vintage contemporaries),Mona Simpson,1988,Vintage Books,7,"['California', 'Fiction']",English
0140252738,The Cat Who Came for Christmas,Cleveland Amory,1995,Penguin Books,4,"['Biography', 'Cats']",English
0440215439,Covenant with the Vampire (Diaries of the Family Dracul),JEANNE KALOGRIDIS,1995,Dell,11,"['Fiction', 'Vampires in fiction']",English
0373289073,Fool'S Paradise (March Madness) (Harlequin Historical No 307),Tori Phillips,1996,Harlequin,3,"['Fiction', 'Babington Plot, 1586']",English
0373289189,"Frontier Bride (Harlequin Historical, No 318)",Ana Seymour,1996,Harlequin,3,"['Fiction, Romance, Historical', 'Fiction, general']",English
0812531272,Ghost,Piers Anthony,1992,Tor Books,4,"['Fantasy', 'Ghost stories']",English
0451167813,Mastering the Tarot,Eden Gray,1995,Signet Book,2,"['Tarot', 'Study and teaching']",English
0806519967,A Witch's Runes: How to Make and Use Your Own Magick Stones,Susan Sheppard,1998,Citadel Press,3,"['Miscellanea', 'Runes']",English
0312872542,Dark Sister,Graham Joyce,2000,Tor Books,4,"['Witches', 'Fiction']",English
014009623X,Foe (King Penguin),J.M. Coetzee,1988,Penguin Books,3,"['literary fiction', 'historical fiction']",English
0425191281,Ghost of a Chance (Chintz'n China),Yasmine Galenorn,2003,Berkley Publishing Group,5,"['Fiction', 'Women mediums']",English
0786013222,The Other Extreme,T. J. MacGregor,2001,Pinnacle Books,3,"['Murder', 'Women lawyers']",English
0425068080,The Underdog and Other Stories,Agatha Christie,2001,Berkley Publishing Group,3,"['Fiction', 'Hercule Poirot (Fictitious character)']",English
0671543857,At Bertram's Hotel,Agatha Christie,1984,Pocket,4,"['Fiction', 'Jane Marple (Fictitious character)']",English
0553283596,Black Sand,William J. Caunitz,1990,Bantam Books,2,"['New York (N.Y.). Police Dept.', 'New York (N.Y.).']",unknown
059012899X,View From Saturday,E L Konigsburg,1996,Scholastic Inc,2,"['Amistad', 'Concursos']",English
1574862170,Gooseberry Patch Christmas (Gooseberry Patch Christmas (Hardcover)),Leisure Arts,2001,Gooseberry Patch,2,"['Christmas decorations', 'Christmas cooking']",English
0696046520,Gardening in the Shade,Anne Moyer Halpin,1996,Meredith Books,2,"['Gardening in the shade', 'Shade-tolerant plants']",English
087857672X,The New American Landscape Gardener: A Guide to Beautiful Backyards &amp; Sensational Surroundings,Phebe Leighton,1987,St Martins Pr,2,"['Backyard gardens', 'Landscape architecture']",English
0875968031,Rodale's Weekend Gardener: Create a Low-Maintenance Landscape to Enjoy Year-Round,Erin Hynes,1998,St Martins Pr,2,"['Landscape gardening', 'Organic gardening']",English
0898799112,"Writer's Market 2000: 8,000 Editors Who Buy What You Write (Writer's Market)",Kirsten Holm,1999,F &amp; W Pubns,5,"['Authorship', 'Publishers and publishing']",English
078760156X,The Dream Encyclopedia,James R. Lewis,1995,Visible Ink Press,5,"['Dream interpretation', 'Dictionaries']",English
0062735098,"How to Get Happily Published, Fifth Edition : Complete and Candid Guide, A (5th ed)",Judith Appelbaum,1998,HarperResource,3,"['Publishers and publishing', 'Authorship']",English
0933884184,"International Dictionary of Obscenities: A Guide to Dirty Words and Indecent Expressions in Spanish, Italian, French, German and Russian",Christina Kunitskaya-Peterson,1981,Scythian Books,2,"['Dictionaries', 'English']",English
0696008912,Better Homes and Gardens New Cook Book,Better Homes and Gardens,1989,Meredith Books,2,"['Cookery', 'Cooking']",English
013074378X,Betty Crocker's New International Cookbook,Diana Gulden,1989,Pocket Books,2,"['International Cookery', 'International cooking']",English
0525936807,Interest of Justice,Nancy Taylor Rosenberg,1993,Penguin USA,2,"['Fiction', 'Women judges']",English
044651697X,Bless the Child,Cathy Cash Spellman,1993,Little Brown &amp; Co,3,"['Fiction', 'Ficción']",English
0525935878,Mitigating Circumstances,Nancy Taylor Rosenberg,1993,Penguin USA,6,"['Fiction', 'Women lawyers']",English
